2013-02-23T20:18:05	Sample	233.9225
2013-02-23T20:18:05	Julabo_1	25.42
2013-02-23T20:18:07	Changer	A11
2013-02-23T20:18:18	ScriptName	XPRESS_1293031
2013-02-23T20:18:18	Tx_Mon	Out
2013-02-23T20:18:18	Tx_Mon_Pos	130
2013-02-23T20:18:18	Aperture_2	Medium
2013-02-23T20:18:18	Det_HV	2146.2545943513
2013-02-23T20:18:18	Det_Temp	20.863813229572
2013-02-23T20:18:18	Det_Rear_Temp	19.1
2013-02-23T20:18:18	Det_Discrim	150.679783898596
2013-02-23T20:18:18	Shutter	OPEN
2013-02-23T20:18:18	Changer	A11
2013-02-23T20:18:18	Sample	199.8
2013-02-23T20:18:18	Table	10.4994298745724
2013-02-23T20:18:18	Julabo_1	25.41
2013-02-23T20:18:18	Julabo_2	NaN
2013-02-23T20:18:18	Eurotherm_1	-246.861023765093
2013-02-23T20:18:18	Eurotherm_2	0
2013-02-23T20:18:18	Eurotherm_3	24.9622207735032
2013-02-23T20:18:28	Chopper	25
2013-02-23T20:18:28	Height	TEN
2013-02-23T20:18:35	Sample	199.8
2013-02-23T20:18:35	Julabo_1	25.34
2013-02-23T20:18:58	Height	TEN
2013-02-23T20:19:05	Julabo_1	25.43
2013-02-23T20:19:28	Chopper	25
2013-02-23T20:19:28	Height	TEN
2013-02-23T20:19:46	Julabo_1	25.37
2013-02-23T20:19:58	Height	TEN
2013-02-23T20:20:21	Julabo_1	25.45
2013-02-23T20:20:28	Chopper	25
2013-02-23T20:20:28	Height	TEN
2013-02-23T20:20:51	Julabo_1	25.23
2013-02-23T20:20:58	Height	TEN
2013-02-23T20:21:21	Julabo_1	25.39
2013-02-23T20:21:28	Chopper	25
2013-02-23T20:21:28	Height	TEN
2013-02-23T20:21:52	Julabo_1	25.44
2013-02-23T20:21:59	Height	TEN
2013-02-23T20:22:27	Julabo_1	25.5
2013-02-23T20:22:29	Chopper	25
2013-02-23T20:22:29	Height	TEN
2013-02-23T20:22:58	Julabo_1	25.38
2013-02-23T20:22:59	Height	TEN
2013-02-23T20:23:29	Chopper	25
2013-02-23T20:23:29	Height	TEN
2013-02-23T20:23:43	Julabo_1	25.43
2013-02-23T20:24:00	Height	TEN
2013-02-23T20:24:14	Julabo_1	25.51
2013-02-23T20:24:30	Chopper	25
2013-02-23T20:24:30	Height	TEN
2013-02-23T20:24:47	Julabo_1	25.46
2013-02-23T20:25:01	Height	TEN
2013-02-23T20:25:19	Julabo_1	25.4
2013-02-23T20:25:31	Chopper	25
2013-02-23T20:25:31	Height	TEN
2013-02-23T20:26:01	Height	TEN
2013-02-23T20:26:22	Julabo_1	25.34
2013-02-23T20:26:31	Chopper	25
2013-02-23T20:26:31	Height	TEN
2013-02-23T20:26:53	Julabo_1	25.4
2013-02-23T20:27:01	Height	TEN
2013-02-23T20:27:31	Chopper	25
2013-02-23T20:27:31	Height	TEN
2013-02-23T20:27:37	Julabo_1	25.34
2013-02-23T20:28:02	Height	TEN
2013-02-23T20:28:28	Julabo_1	25.4
2013-02-23T20:28:32	Chopper	25
2013-02-23T20:28:33	Height	TEN
2013-02-23T20:29:03	Height	TEN
2013-02-23T20:29:32	Chopper	25
2013-02-23T20:29:33	Height	TEN
2013-02-23T20:29:34	Julabo_1	25.45
2013-02-23T20:30:03	Height	TEN
2013-02-23T20:30:13	Julabo_1	25.4
2013-02-23T20:30:32	Chopper	25
2013-02-23T20:30:33	Height	TEN
2013-02-23T20:31:04	Height	TEN
2013-02-23T20:31:05	Julabo_1	25.34
2013-02-23T20:31:33	Chopper	25
2013-02-23T20:31:35	Height	TEN
2013-02-23T20:31:44	Julabo_1	25.4
2013-02-23T20:32:06	Height	TEN
2013-02-23T20:32:19	Julabo_1	25.34
2013-02-23T20:32:33	Chopper	25
2013-02-23T20:32:37	Height	TEN
2013-02-23T20:32:49	Julabo_1	25.42
2013-02-23T20:33:08	Height	TEN
2013-02-23T20:33:32	Julabo_1	25.36
2013-02-23T20:33:34	Chopper	25
2013-02-23T20:33:39	Height	TEN
2013-02-23T20:34:03	Julabo_1	25.44
2013-02-23T20:34:09	Height	TEN
2013-02-23T20:34:34	Chopper	25
2013-02-23T20:34:40	Height	TEN
2013-02-23T20:34:45	Julabo_1	25.39
2013-02-23T20:35:11	Height	TEN
2013-02-23T20:35:27	Julabo_1	25.46
2013-02-23T20:35:35	Chopper	25
2013-02-23T20:35:42	Height	TEN
2013-02-23T20:35:57	Julabo_1	25.34
2013-02-23T20:36:12	Height	TEN
2013-02-23T20:36:35	Chopper	25
2013-02-23T20:36:35	Julabo_1	25.41
2013-02-23T20:36:42	Height	TEN
2013-02-23T20:37:07	Julabo_1	25.46
2013-02-23T20:37:12	Height	TEN
2013-02-23T20:37:35	Chopper	25
2013-02-23T20:37:37	Julabo_1	25.31
2013-02-23T20:37:42	Height	TEN
2013-02-23T20:38:13	Height	TEN
2013-02-23T20:38:16	Julabo_1	25.36
2013-02-23T20:38:36	Chopper	24.99
2013-02-23T20:38:43	Height	TEN
2013-02-23T20:39:00	Julabo_1	25.41
2013-02-23T20:39:13	Height	TEN
2013-02-23T20:39:32	Julabo_1	25.36
2013-02-23T20:39:36	Chopper	25
2013-02-23T20:39:43	Height	TEN
2013-02-23T20:40:11	Julabo_1	25.41
2013-02-23T20:40:14	Height	TEN
2013-02-23T20:40:37	Chopper	25
2013-02-23T20:40:44	Height	TEN
2013-02-23T20:41:13	Julabo_1	25.36
2013-02-23T20:41:15	Height	TEN
2013-02-23T20:41:37	Chopper	25
2013-02-23T20:41:45	Height	TEN
2013-02-23T20:41:47	Julabo_1	25.43
2013-02-23T20:42:15	Height	TEN
2013-02-23T20:42:32	Julabo_1	25.38
2013-02-23T20:42:37	Chopper	24.99
2013-02-23T20:42:46	Height	TEN
2013-02-23T20:43:16	Height	TEN
2013-02-23T20:43:20	Julabo_1	25.45
2013-02-23T20:43:38	Chopper	25
2013-02-23T20:43:47	Height	TEN
2013-02-23T20:43:50	Julabo_1	25.4
2013-02-23T20:44:18	Height	TEN
2013-02-23T20:44:26	Julabo_1	25.33
2013-02-23T20:44:38	Chopper	25
2013-02-23T20:44:48	Height	TEN
2013-02-23T20:45:07	Julabo_1	25.38
2013-02-23T20:45:18	Height	TEN
2013-02-23T20:45:38	Chopper	25
2013-02-23T20:45:44	Julabo_1	25.44
2013-02-23T20:45:49	Height	TEN
2013-02-23T20:46:17	Julabo_1	25.5
2013-02-23T20:46:19	Height	TEN
2013-02-23T20:46:38	Chopper	25
2013-02-23T20:46:48	Julabo_1	25.45
2013-02-23T20:46:50	Height	TEN
2013-02-23T20:47:18	Julabo_1	25.4
2013-02-23T20:47:20	Height	TEN
2013-02-23T20:47:39	Chopper	25
2013-02-23T20:47:51	Height	TEN
2013-02-23T20:47:53	Julabo_1	25.47
2013-02-23T20:48:21	Height	TEN
2013-02-23T20:48:29	Julabo_1	25.4
2013-02-23T20:48:39	Chopper	25
2013-02-23T20:48:52	Height	TEN
2013-02-23T20:49:22	Height	TEN
2013-02-23T20:49:39	Chopper	25
2013-02-23T20:49:50	Julabo_1	25.45
2013-02-23T20:49:52	Height	TEN
2013-02-23T20:50:20	Julabo_1	25.38
2013-02-23T20:50:22	Height	TEN
2013-02-23T20:50:39	Chopper	25
2013-02-23T20:50:52	Height	TEN
2013-02-23T20:51:08	Julabo_1	25.43
2013-02-23T20:51:22	Height	TEN
2013-02-23T20:51:39	Chopper	25
2013-02-23T20:51:43	Julabo_1	25.38
2013-02-23T20:51:52	Height	TEN
2013-02-23T20:52:18	Julabo_1	25.33
2013-02-23T20:52:23	Height	TEN
2013-02-23T20:52:39	Chopper	25
2013-02-23T20:52:53	Height	TEN
2013-02-23T20:53:01	Julabo_1	25.38
2013-02-23T20:53:23	Height	TEN
2013-02-23T20:53:33	Julabo_1	25.43
2013-02-23T20:53:39	Chopper	25
2013-02-23T20:53:53	Height	TEN
2013-02-23T20:54:19	Julabo_1	25.38
2013-02-23T20:54:23	Height	TEN
2013-02-23T20:54:39	Chopper	25
2013-02-23T20:54:53	Height	TEN
2013-02-23T20:55:18	Julabo_1	25.44
2013-02-23T20:55:23	Height	TEN
2013-02-23T20:55:39	Chopper	25
2013-02-23T20:55:54	Height	TEN
2013-02-23T20:56:00	Julabo_1	25.39
2013-02-23T20:56:25	Height	TEN
2013-02-23T20:56:40	Chopper	25
2013-02-23T20:56:43	Julabo_1	25.34
2013-02-23T20:56:55	Height	TEN
2013-02-23T20:57:14	Julabo_1	25.39
2013-02-23T20:57:26	Height	TEN
2013-02-23T20:57:41	Chopper	25
2013-02-23T20:57:45	Julabo_1	25.3
2013-02-23T20:57:57	Height	TEN
2013-02-23T20:58:15	Julabo_1	25.47
2013-02-23T20:58:27	Height	TEN
2013-02-23T20:58:41	Chopper	25
2013-02-23T20:58:45	Julabo_1	25.37
2013-02-23T20:58:57	Height	TEN
